start_id|end_id
687194767777|687194767776
824633721258|824633721255
1168231104948|1168231104945
1168231104957|824633721275
1168231105012|1168231105009
1030792151650|1030792151647
1168231105131|618475291240
1099511628456|1099511628449
1168231105209|1168231105205
755914244810|755914244801
824633721580|687194768101
1099511628541|1099511628540
1168231105294|962072675074
1168231105320|687194768160
1099511628593|824633721647
1099511628601|1099511628594
824633721674|687194768194
962072675155|962072675151
1168231105371|687194768212
687194768236|687194768229
1099511628730|1099511628727
1099511628782|893353198567
962072675354|962072675352
1168231105570|962072675361
1030792152107|893353198631
1168231105605|1168231105601
962072675414|962072675413
1030792152159|1030792152157
1030792152168|618475291750
962072675440|618475291758
1168231105657|824633721970
1168231105700|1099511628960
1030792152237|1030792152233
1168231105726|893353198776
1099511629008|962072675535
1168231105752|1099511629008
1168231105787|1099511629050
1168231105831|824633722149
962072675640|962072675635
1099511629121|481036338496
1168231105874|1168231105872
1030792152420|1030792152419
1030792152428|1030792152426
1030792152437|412316861812
1099511629190|1030792152445
824633722272|824633722265
1099511629242|893353199032
1168231105996|1168231105993
549755815389|412316861915
893353199078|893353199076
893353199121|618475292172
1168231106091|1168231106089
1168231106126|1168231106122
1099511629407|687194768986
962072675944|962072675942
1168231106169|962072675956
1168231106178|1168231106174
1168231106204|1168231106201
1168231106221|1168231106218
962072676022|962072676018
893353199936|893353199935
1099511630152|893353199935
962072676697|962072676696
1030792153450|1030792153448
1099511630220|1099511630212
1030792153501|1030792153491
893353200055|893353200052
893353200063|893353200052
962072676808|824633723334
1030792153552|1030792153549
1168231107513|755914247091
962072677314|962072677311
1099511630812|962072677338
1168231108317|1168231108316
1168231108335|893353201389
1168231108372|1168231108369
893353201446|618475294498
893353201455|893353201451
893353201501|893353201499
1168231108500|1168231108497
824633724879|824633724876
687194771416|687194771415
1030792155104|1030792155101
687194771432|687194771415
1099511631865|1099511631859
893353201666|824633724929
1099511631882|1099511631880
1099511631890|824633724931
1168231108660|1099511631916
1168231108668|1168231108663
1168231108677|1030792155202
1030792155230|1030792155221
1030792155238|618475294821
1030792155247|1030792155246
1168231108727|1030792155243
1099511632008|1099511632002
1168231108752|1168231108741
1099511632033|1099511632022
1030792155306|755914248361
1168231108794|1099511632046
962072678603|755914248390
1099511632092|893353201875
1168231108845|755914248424
1030792155398|1030792155397
1168231108887|1168231108882
1168231108895|1168231108884
1168231108912|1168231108911
1030792155457|1030792155449
1099511632218|1030792155472
1099511632235|687194771818
1168231108979|1168231108967
1168231108988|1099511632249
1099511632260|1099511632249
1099511632277|1099511632269
1099511632294|1099511632292
1168231109038|1099511632287
1099511632319|1099511632312
1168231109072|1168231109065
1168231109080|1168231109071
824633725426|824633725425
1168231109114|1168231109109
824633725442|824633725425
1099511632396|1099511632393
1099511632404|1099511632390
824633725485|824633725477
1168231109174|1168231109169
1168231109207|1168231109204
1099511632480|1099511632475
1099511632488|1099511632481
1099511632505|1099511632495
1168231109249|1168231109233
1030792155794|1030792155788
1168231109283|481036341917
1030792155819|1030792155815
1168231109300|1168231109299
1168231109308|1168231109294
1168231109317|824633725635
1099511632597|1099511632587
1099511632606|1030792155867
1168231109350|962072679133
824633725695|824633725694
1168231109384|1168231109382
1168231109392|1168231109380
962072679201|962072679192
1168231109417|1168231109404
824633725746|824633725743
1030792155962|824633725743
1168231109443|1168231109441
1168231109451|1168231109441
1168231109459|1168231109458
1168231109468|1168231109464
1099511632749|1099511632747
1099511632757|1099511632747
1099511632782|824633725829
893353202583|893353202582
1030792156064|1030792156063
893353202905|893353202903
1168231109858|1168231109856
1168231109886|1168231109882
1099511633209|1099511633208
1168231109972|1168231109971
893353203055|893353203054
893353203082|893353203079
1099511633300|412316865936
893353203126|893353203124
962072679879|824633726403
549755819480|412316866000
962072679930|549755819509
1099511633419|1099511633416
1099511633436|1099511633429
824633726509|824633726499
893353203262|893353203256
824633726551|824633726535
962072680040|824633726567
893353203313|893353203309
1030792156802|1030792156798
1168231110291|1168231110290
1168231110299|1168231110290
1099511633580|962072680106
1099511633614|549755819720
893353203448|893353203437
1168231110409|1168231110404
1030792156954|412316866328
481036343075|481036343071
962072680290|962072680285
962072680308|893353203571
1168231110542|1168231110537
1168231110577|1168231110573
1168231110586|962072680372
962072680387|962072680386
962072680404|962072680398
1168231110648|962072680436
1030792157211|893353203736
1099511633964|893353203753
1099511633973|893353203764
893353203773|893353203770
1099511633990|549755820098
549755820110|549755820108
893353203799|893353203792
1168231110828|1168231110825
1168231110876|1099511634138
1099511634159|1099511634156
1168231110904|1168231110902
1168231110922|1168231110920
893353203987|687194773776
1168231110958|687194773801
1168231110967|1168231110964
1099511634240|1099511634236
1168231110985|687194773832
1168231110994|1030792157520
1099511634285|1099511634282
1168231111030|1168231111029
1168231111057|687194773901
1099511634339|1099511634338
893353204140|687194773931
1099511634384|1099511634379
893353204203|893353204198
893353204212|893353204211
687194774031|687194774028
1030792157720|1030792157715
824633727521|824633727520
1099511634474|1099511634473
1030792157756|962072681015
1168231111246|687194774090
1030792157783|687194774099
1099511634555|962072681080
1168231111318|687194774163
1099511634600|1099511634597
687194774202|687194774200
1099511634627|687194774207
1168231111372|824633727691
1168231111381|1030792157906
1168231111408|1168231111404
1099511634681|687194774260
687194774274|687194774273
1168231111444|824633727762
1168231111453|1030792157975
1168231111462|1168231111461
824633727791|824633727789
1168231111480|687194774322
1030792158017|1030792158015
1099511634762|687194774340
687194774364|687194774361
1168231111525|687194774372
1168231111535|1168231111534
1099511634809|1099511634806
1168231111555|1168231111554
1099511634869|1099511634867
1099511634889|1099511634887
962072681427|962072681425
1099511634979|962072681506
755914251319|755914251316
1099511635029|824633728084
1099511635039|412316867678
755914251367|755914251365
1030792158320|1030792158318
824633728120|824633728108
1099511635073|1099511635067
893353204874|893353204873
1099511635090|824633728142
824633728155|824633728152
1168231111843|481036344473
1168231111878|755914251461
755914251470|755914251464
1168231111920|962072681708
481036344569|481036344566
824633728266|618475298048
1168231111963|1168231111956
755914251573|343597391151
1099511635262|824633728316
824633728326|824633728325
824633728335|618475298123
962072681815|962072681805
1099511635296|481036344666
1168231112049|1168231112046
824633728395|824633728394
618475298195|412316867982
824633728412|824633728406
1099511635373|1099511635372
1168231112126|824633728441
824633728463|824633728459
687194775000|274877914578
1168231112169|1168231112164
1168231112186|1168231112177
1168231112212|1168231112209
893353205285|893353205280
1168231112246|824633728562
962072682047|962072682046
962072682081|687194775133
824633728618|274877914726
824633728626|274877914726
824633728635|824633728630
1099511635615|1099511635614
1168231112655|1168231112653
1168231112673|1168231112672
1168231112681|1168231112672
962072682482|962072682477
962072682491|962072682490
1168231112716|1168231112715
1099511635997|824633729044
1099511636006|1099511636001
1168231112751|1168231112750
1168231112759|1168231112750
1168231112777|1168231112776
1168231112785|1168231112781
824633729114|481036345432
962072682594|618475298909
1168231112811|1168231112809
1168231112828|1168231112822
893353205893|824633729155
1030792159382|1030792159381
824633729200|824633729194
1168231112897|1168231112895
1168231112932|1168231112927
1030792159477|893353206001
1168231112966|1099511636224
1099511636265|1099511636264
1099511636273|1099511636268
962072682810|962072682807
1168231113027|824633729345
1099511636299|962072682822
824633729364|824633729363
824633729381|824633729373
1168231113078|1030792159602
549755822489|549755822484
824633729441|824633729438
824633729450|824633729446
824633729459|824633729454
618475299269|618475299262
1030792159694|1030792159693
1168231113500|1168231113499
1168231113509|1168231113508
1168231113517|962072683298
1168231113526|1168231113522
1168231113552|1168231113550
1168231113569|1168231113564
1099511636842|1099511636839
1168231113586|1099511636839
1168231113595|1168231113590
755914253196|755914253194
962072683430|962072683423
1168231113699|1168231113695
1168231113726|1168231113722
1168231113743|1168231113742
1030792160280|755914253334
1099511637024|1099511637022
1099511637033|1099511637030
1168231113786|1099511637049
1168231113795|1168231113790
481036346461|481036346459
824633730149|481036346459
1030792160366|1030792160362
1030792160383|1030792160380
1168231113872|1099511637133
1168231113881|1168231113876
1168231113898|1168231113889
1168231113924|481036346562
1099511637197|1099511637196
1168231113941|1168231113940
1168231113967|343597393128
1168231113985|1168231113984
1168231114002|1168231113999
1030792160539|1030792160538
1168231114028|1030792160550
1168231114037|1168231114035
1099511637309|1099511637300
1168231114054|893353207108
1168231114071|824633730384
893353207144|824633730401
1168231114097|1168231114093
1168231114114|1168231114105
1168231114140|1168231114138
1168231114157|1168231114149
1168231114166|1168231114160
1168231114183|893353207231
1168231114192|1030792160715
1099511637910|1099511637907
1099511637918|1099511637912
1099511637927|1099511637923
1168231114680|1168231114675
893353207753|687194777539
824633731034|687194777561
1168231114731|1168231114729
1099511638004|1099511638000
1099511638012|1099511638000
1099511638021|893353207809
1030792161293|824633731079
1168231114774|1099511638033
1099511638046|1099511638040
1099511638055|1099511638054
687194777673|687194777672
1168231114851|1099511638114
1099511638123|1099511638114
824633731612|824633731610
1168231115320|1168231115318
1030792161857|1030792161855
1168231115432|755914255015
893353208525|893353208524
755914255063|755914255062
1168231115497|1168231115496
1099511638799|824633731852
1099511638818|1099511638817
824633731902|824633731901
1168231115591|1030792162115
1030792162166|1030792162164
1168231115647|1099511638908
1168231115666|1168231115663
1099511638967|1099511638966
1168231115713|1168231115712
893353208787|687194778574
1168231115825|1168231115823
1030792162446|549755825291
1099511639201|1099511639199
1168231115993|1168231115991
1099511639266|824633732319
1168231116105|1168231116104
1168231116114|1030792162641
1168231116142|1168231116140
1099511639434|1099511639431
1099511639453|1099511639451
1030792162754|962072686014
1030792162773|549755825619
1099511639537|1099511639536
1099511639593|1099511639592
1030792162913|1030792162911
1168231116394|1030792162919
1099511639705|481036349079
962072686242|618475302558
1168231116469|549755825842
1168231116478|755914256058
1030792163016|1030792163015
1168231116497|1168231116496
962072686364|962072686361
1168231116600|893353209651
1030792163147|824633732936
1030792163156|824633732947
1168231116647|1168231116646
893353209722|893353209721
1168231116684|1168231116680
1099511639967|1099511639964
687194779579|343597395898
1099511640004|962072686529
893353209815|755914256342
1168231116787|1168231116786
824633733172|824633733170
1168231116862|755914256445
1168231116880|1099511640141
893353209983|893353209982
1168231116936|755914256515
1168231116946|1168231116945
962072686775|962072686773
962072686784|962072686780
1099511640266|1099511640265
1168231117030|1168231117029
1030792163586|755914256640
1099511640341|412316872980
1099511640350|893353210139
1099511640397|824633733452
1099511640406|962072686933
1168231117161|1030792163685
1168231117189|1168231117186
687194780047|687194780044
1168231117218|1168231117216
687194780131|549755826655
824633733659|824633733657
1168231117367|1168231117364
1099511640650|618475303497
1099511640687|893353210476
1099511640734|1099511640732
1099511640753|1099511640751
1099511640762|1099511640761
1099511640781|1030792164043
1168231117545|962072687336
1168231117582|549755826957
962072687384|755914257175
893353210722|893353210720
687194780533|687194780531
1168231117713|1168231117711
962072687533|824633734057
1099511641024|1099511641023
1168231117853|1168231117852
1030792164400|1030792164398
962072687673|962072687672
1168231117900|824633734218
893353210993|412316873838
893353211012|893353211010
1168231118012|1168231118011
755914257605|755914257602
1099511641304|1099511641303
1168231118077|1099511641339
1030792164624|1030792164623
1168231118124|1168231118122
1099511641397|1099511641395
1099511641416|824633734470
1030792164717|1030792164714
1168231118236|1030792164762
1099511641528|1099511641526
1168231118283|755914257865
481036350932|481036350929
1099511641659|1099511641658
1168231118404|1168231118400
1168231118431|1168231118426
755914258024|755914258021
1099511641738|755914258053
1099511641747|1030792165007
1168231118500|1168231118495
1168231118517|1099511641780
1168231118569|1168231118565
1099511641859|1099511641857
962072688413|962072688412
