start_id|end_id
24189255817088|1
24189255817088|294
24189255817088|777
24189255817088|780
24189255817088|808
24189255817088|1025
24189255817088|1184
24189255817088|1984
24189255817088|2003
24189255817088|2813
24189255817088|2814
24189255817088|2870
24189255817088|2885
24189255817088|2894
24189255817088|2900
24189255817088|2968
24189255817088|3059
24189255817088|5158
24189255817088|6399
24189255817088|6426
24189255817088|7911
13194139534224|1612
13194139534224|2092
13194139534224|2943
13194139534224|7515
13194139534224|7582
13194139534224|12273
19791209307608|1392
19791209307608|2937
26388279072728|1410
19791209302696|138
19791209302696|283
19791209302696|294
19791209302696|775
19791209302696|795
19791209302696|910
19791209302696|1667
19791209302696|1673
19791209302696|1678
19791209302696|1682
19791209302696|1759
19791209302696|1989
19791209302696|1990
19791209302696|2010
19791209302696|2027
19791209302696|2089
19791209302696|2777
19791209302696|2780
19791209302696|2781
19791209302696|2794
19791209302696|2836
19791209302696|2882
19791209302696|2941
19791209302696|2956
19791209302696|2981
19791209302696|3007
19791209302696|3050
19791209302696|3066
19791209302696|3083
19791209302696|3084
19791209302696|5133
19791209302696|5189
19791209302696|6743
19791209302696|6981
19791209302696|7039
19791209302696|7514
19791209302696|7547
19791209302696|8192
19791209302696|8814
19791209302696|9040
19791209302696|15193
19791209302696|15418
10995116282208|0
10995116282208|205
10995116282208|292
10995116282208|1187
10995116282208|1988
10995116282208|1992
10995116282208|2008
10995116282208|2027
10995116282208|2804
10995116282208|2808
10995116282208|2813
10995116282208|2815
10995116282208|2816
10995116282208|2829
10995116282208|2957
10995116282208|2974
10995116282208|2990
10995116282208|2993
10995116282208|5157
10995116282208|5702
10995116282208|6368
10995116282208|7534
10995116282208|7602
35184372096144|139
35184372096144|448
35184372096144|544
35184372096144|561
35184372096144|565
35184372096144|1154
35184372096144|1171
35184372096144|1410
35184372096144|1444
35184372096144|1532
35184372096144|1545
35184372096144|1671
35184372096144|1759
35184372096144|1985
35184372096144|2042
35184372096144|2066
35184372096144|2777
35184372096144|2779
35184372096144|2799
35184372096144|2816
35184372096144|2831
35184372096144|2918
35184372096144|2937
35184372096144|6176
35184372096144|6413
35184372096144|6962
35184372096144|7019
35184372096144|7517
35184372096144|11531
30786325581552|1952
21990232557296|1444
15393162796104|586
15393162796104|1785
15393162796104|2020
15393162796104|2110
15393162796104|2839
15393162796104|3037
15393162796104|7578
15393162796104|11743
35184372094608|1173
35184372094608|1418
35184372094608|1863
35184372094608|2022
35184372094608|2063
35184372094608|2092
35184372094608|2101
35184372094608|2784
35184372094608|2859
35184372094608|2992
35184372094608|3027
35184372094608|3098
35184372094608|4890
35184372094608|6945
35184372094608|7035
35184372094608|8337
35184372094608|10161
35184372094608|11375
35184372094608|11742
35184372094608|12724
35184372094608|15702
30786325579472|606
30786325579472|1173
30786325579472|1753
30786325579472|1994
30786325579472|2087
30786325579472|2778
30786325579472|2789
30786325579472|2821
30786325579472|2865
30786325579472|2866
30786325579472|2879
30786325579472|3093
30786325579472|6399
30786325579472|7509
30786325579472|7596
30786325579472|7984
30786325579472|9161
30786325579472|9188
30786325579472|9474
30786325579472|11410
30786325579472|13557
24189255816424|6
24189255816424|575
24189255816424|782
24189255816424|973
24189255816424|1021
24189255816424|1176
24189255816424|1179
24189255816424|1180
24189255816424|1191
24189255816424|1204
24189255816424|1206
24189255816424|1451
24189255816424|2067
24189255816424|2078
24189255816424|2082
24189255816424|2123
24189255816424|2820
24189255816424|5114
24189255816424|6404
24189255816424|6413
24189255816424|6418
24189255816424|6945
24189255816424|6964
24189255816424|7509
24189255816424|9058
24189255816424|10419
24189255816424|11695
24189255816424|11742
28587302322904|2
8796093026712|139
8796093026712|543
8796093026712|1166
8796093026712|1450
8796093026712|1667
8796093026712|1671
8796093026712|1683
8796093026712|1952
8796093026712|1984
8796093026712|2025
8796093026712|2110
8796093026712|2777
8796093026712|2780
8796093026712|2784
8796093026712|2800
8796093026712|2808
8796093026712|2819
8796093026712|2826
8796093026712|2869
8796093026712|2879
8796093026712|3097
8796093026712|4848
8796093026712|5751
8796093026712|6429
8796093026712|6556
8796093026712|6950
8796093026712|7029
8796093026712|7578
8796093026712|7886
8796093026712|9760
8796093026712|11687
32985348833920|448
32985348833920|595
32985348833920|774
32985348833920|805
32985348833920|978
32985348833920|1025
32985348833920|1201
32985348833920|1592
32985348833920|1770
32985348833920|1863
32985348833920|2061
32985348833920|2778
32985348833920|2780
32985348833920|2795
32985348833920|2803
32985348833920|2893
32985348833920|2905
32985348833920|2921
32985348833920|2965
32985348833920|2969
32985348833920|2977
32985348833920|3006
32985348833920|3026
32985348833920|3043
32985348833920|3078
32985348833920|3089
32985348833920|3091
32985348833920|5191
32985348833920|6400
32985348833920|6645
32985348833920|6802
32985348833920|7005
32985348833920|7523
32985348833920|9095
32985348833920|9102
32985348833920|9163
32985348833920|9716
32985348833920|11531
32985348833920|11695
32985348833920|12632
32985348833920|12672
32985348833920|13828
21990232557696|6
21990232557696|579
21990232557696|808
21990232557696|1164
21990232557696|1177
21990232557696|1180
21990232557696|1533
21990232557696|1909
21990232557696|1940
21990232557696|1985
21990232557696|2081
21990232557696|2104
21990232557696|5188
21990232557696|7015
21990232557696|9486
21990232557696|11247
21990232557696|11379
13194139538840|1453
13194139538840|13821
4398046515528|295
4398046515528|297
4398046515528|299
4398046515528|544
4398046515528|779
4398046515528|1176
4398046515528|1548
4398046515528|1644
4398046515528|1674
4398046515528|1922
4398046515528|1986
4398046515528|1987
4398046515528|2000
4398046515528|2012
4398046515528|2029
4398046515528|2045
4398046515528|2059
4398046515528|2075
4398046515528|2779
4398046515528|2791
4398046515528|2801
4398046515528|2825
4398046515528|2838
4398046515528|2849
4398046515528|2860
4398046515528|2902
4398046515528|2904
4398046515528|2911
4398046515528|2927
4398046515528|3002
4398046515528|3050
4398046515528|3114
4398046515528|5780
4398046515528|5804
4398046515528|6360
4398046515528|6409
4398046515528|6484
4398046515528|6945
4398046515528|7002
4398046515528|7520
4398046515528|8649
4398046515528|8852
4398046515528|9036
4398046515528|14595
26388279068088|277
26388279068088|288
26388279068088|543
26388279068088|782
26388279068088|1194
26388279068088|1195
26388279068088|1206
26388279068088|1375
26388279068088|1545
26388279068088|1616
26388279068088|1669
26388279068088|1683
26388279068088|1862
26388279068088|1991
26388279068088|2009
26388279068088|2020
26388279068088|2022
26388279068088|2034
26388279068088|2104
26388279068088|2777
26388279068088|2778
26388279068088|2787
26388279068088|2790
26388279068088|2799
26388279068088|2801
26388279068088|2824
26388279068088|2825
26388279068088|2839
26388279068088|2859
26388279068088|2873
26388279068088|2875
26388279068088|2893
26388279068088|2915
26388279068088|2944
26388279068088|2978
26388279068088|2985
26388279068088|2997
26388279068088|3013
26388279068088|3029
26388279068088|3090
26388279068088|5147
26388279068088|5153
26388279068088|5192
26388279068088|6413
26388279068088|6991
26388279068088|7208
26388279068088|7432
26388279068088|7521
26388279068088|7604
26388279068088|9098
26388279068088|10742
26388279068088|11240
26388279068088|11743
26388279068088|15828
8796093024280|282
8796093024280|1410
8796093024280|1985
2199023255952|1612
21990232556112|441
21990232556112|1025
21990232556112|2010
21990232556112|2015
21990232556112|2782
21990232556112|2818
21990232556112|2914
21990232556112|3052
21990232556112|3055
21990232556112|6060
21990232556112|6809
21990232556112|6989
21990232556112|7091
21990232556112|11873
21990232556112|13133
21990232556112|13147
26388279070288|8
26388279070288|149
26388279070288|785
26388279070288|1152
26388279070288|1593
26388279070288|1615
26388279070288|1863
26388279070288|1864
26388279070288|1908
26388279070288|1930
26388279070288|1999
26388279070288|2042
26388279070288|2095
26388279070288|2114
26388279070288|2778
26388279070288|2780
26388279070288|2784
26388279070288|2817
26388279070288|2818
26388279070288|2821
26388279070288|2952
26388279070288|2975
26388279070288|2985
26388279070288|3019
26388279070288|3098
26388279070288|5048
26388279070288|5609
26388279070288|5773
26388279070288|6377
26388279070288|6850
26388279070288|6905
26388279070288|7025
26388279070288|7031
26388279070288|7522
26388279070288|7545
26388279070288|9063
26388279070288|9209
26388279070288|10223
26388279070288|10426
26388279070288|10915
26388279070288|11687
26388279070288|11698
35184372094368|281
35184372094368|298
35184372094368|1930
35184372094368|1989
35184372094368|2032
35184372094368|2080
35184372094368|2782
35184372094368|2787
35184372094368|2809
35184372094368|2818
35184372094368|2865
35184372094368|2894
35184372094368|2899
35184372094368|2910
35184372094368|2933
35184372094368|2940
35184372094368|2996
35184372094368|5147
35184372094368|5259
35184372094368|5388
35184372094368|5872
35184372094368|6117
35184372094368|6440
35184372094368|6695
35184372094368|6705
35184372094368|6840
